"taxon_level","location","prevalence","is_core","taxon_name"
"Class","NEH1",0.875,TRUE,"d__Bacteria; p__Actinobacteriota; c__Actinobacteria"
"Class","NEH2",1,TRUE,"d__Bacteria; p__Actinobacteriota; c__Actinobacteria"
"Class","NYH2",0.933,TRUE,"d__Bacteria; p__Actinobacteriota; c__Actinobacteria"
"Class","NYH3",0.917,TRUE,"d__Bacteria; p__Actinobacteriota; c__Actinobacteria"
"Class","OHH1",0.833,TRUE,"d__Bacteria; p__Actinobacteriota; c__Actinobacteria"
"Class","SCH1",0.684,TRUE,"d__Bacteria; p__Actinobacteriota; c__Actinobacteria"
"Class","DEH1",0.5,FALSE,"d__Bacteria; p__Actinobacteriota; c__Thermoleophilia"
"Class","GAH2",0.4,FALSE,"d__Bacteria; p__Actinobacteriota; c__Thermoleophilia"
"Class","IAH2",0.722,TRUE,"d__Bacteria; p__Actinobacteriota; c__Thermoleophilia"
"Class","IAH4",0.583,FALSE,"d__Bacteria; p__Actinobacteriota; c__Thermoleophilia"
"Class","INH1",0.682,TRUE,"d__Bacteria; p__Actinobacteriota; c__Thermoleophilia"
"Class","MIH1",0.462,FALSE,"d__Bacteria; p__Actinobacteriota; c__Thermoleophilia"
"Class","MNH1",0.862,TRUE,"d__Bacteria; p__Actinobacteriota; c__Thermoleophilia"
"Class","MOH1",0.393,FALSE,"d__Bacteria; p__Actinobacteriota; c__Thermoleophilia"
"Class","NCH1",0.771,TRUE,"d__Bacteria; p__Actinobacteriota; c__Thermoleophilia"
"Class","NEH1",0.656,TRUE,"d__Bacteria; p__Actinobacteriota; c__Thermoleophilia"
"Class","NEH2",0.688,TRUE,"d__Bacteria; p__Actinobacteriota; c__Thermoleophilia"
"Class","NYH2",0.467,FALSE,"d__Bacteria; p__Actinobacteriota; c__Thermoleophilia"
"Class","NYH3",0.417,FALSE,"d__Bacteria; p__Actinobacteriota; c__Thermoleophilia"
"Class","OHH1",0.5,FALSE,"d__Bacteria; p__Actinobacteriota; c__Thermoleophilia"
"Class","SCH1",0.447,FALSE,"d__Bacteria; p__Actinobacteriota; c__Thermoleophilia"
"Class","DEH1",0.296,FALSE,"d__Bacteria; p__Armatimonadota; c__Armatimonadia"
"Class","GAH2",0.622,TRUE,"d__Bacteria; p__Armatimonadota; c__Armatimonadia"
"Class","IAH2",0.167,FALSE,"d__Bacteria; p__Armatimonadota; c__Armatimonadia"
"Class","IAH4",0.283,FALSE,"d__Bacteria; p__Armatimonadota; c__Armatimonadia"
"Class","INH1",0.045,FALSE,"d__Bacteria; p__Armatimonadota; c__Armatimonadia"
